条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.186,45,43,8,2,0,1,0,0,2,0,0,0.222
1-0より,0.449,51,49,22,3,2,5,0,0,1,0,1,0.451
2-0より,0.389,20,18,7,1,0,1,0,2,0,0,0,0.45
3-0より,0.5,17,6,3,0,0,2,0,10,0,0,1,0.765
0-1より,0.406,35,32,13,2,0,1,0,0,3,0,0,0.457
1-1より,0.271,62,59,16,1,0,4,0,0,3,0,0,0.306
2-1より,0.22,50,50,11,2,0,3,0,0,0,0,0,0.22
3-1より,0.353,37,17,6,1,0,1,0,19,1,0,0,0.703
0-2より,0.273,34,33,9,4,0,0,13,0,0,0,1,0.265
1-2より,0.224,78,76,17,3,0,1,28,0,2,0,0,0.244
2-2より,0.257,107,105,27,1,2,3,27,0,0,0,2,0.252
3-2より,0.197,84,61,12,4,1,1,18,23,0,0,0,0.417
