条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.266,309,282,75,11,2,9,9,43,22,5,0,0,0.33
1塁,0.28,121,107,30,6,0,5,13,13,9,5,0,0,0.364
2塁,0.293,91,75,22,3,3,6,25,17,14,2,0,0,0.418
3塁,0.45,20,20,9,0,0,1,10,2,0,0,0,0,0.45
1・2塁,0.156,35,32,5,1,0,2,9,5,3,0,0,0,0.229
1・3塁,0.25,11,8,2,0,0,0,4,2,1,0,0,2,0.273
2・3塁,0.455,17,11,5,2,0,0,11,1,4,0,0,2,0.529
満塁,0.214,16,14,3,1,0,0,8,3,1,0,0,1,0.25
得点圏,0.288,190,160,46,7,3,9,67,30,23,2,0,5,0.374
