打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.259,71,295,259,38,67,10,1,8,103,33,51,27,2,7,0,2,2,2,3,0.342,0.398,0.74
Visitor,0.29,72,325,290,44,84,14,4,15,151,56,35,27,2,5,0,3,3,0,1,0.357,0.521,0.878
