打率.275,試合143,打席620,打数549,得点82,安打151,内安10,内安率6.6,２Ｂ24,３Ｂ5,本塁23,HR勝敗15-6-1,塁打254,打点89,三振86
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
54,4,12,0,5,5,2,71.4,4,0,15,.288,.350,.463,.813
