打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.213,37,159,141,19,30,1,0,7,52,17,28,15,1,2,0,1,1,2,0,0.296,0.369,0.664
Nighter,0.297,106,461,408,63,121,23,5,16,202,72,58,39,3,10,0,4,4,0,4,0.369,0.495,0.864
