種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.6,4,3,1,1,1,0,0,0,0,0,0,15.2,14,1,15,10,0,8,8,1.53,0.241,5.14,-
Visitor,2.45,2,2,0,0,0,0,0,0,0,0,0,11.0,4,1,5,7,1,3,3,1.0,0.118,2.77,-
