守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,.000,3,10,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,.000,.000,0.0
一塁手,.286,10,38,35,3,10,2,0,2,18,3,12,3,1,0,0,0,0,0,3,.342,.514,0.856
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.143,2,7,7,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.143,.143,0.286
途中出場,.154,41,44,39,3,6,1,0,1,10,6,11,3,0,1,0,1,0,0,0,.227,.256,0.484
