防御率2.58,試合8,先発8,救援0,連投(試)0,連投(日)0,勝利3,敗戦2,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投1,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.600,45.1,179,674,14.9,34,3,32,13,0,1,0,0,13,13,1.04,62.5%
