条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.150,22,20,3,2,0,1,0,0,0,2,0,0.15
1-0より,.444,9,9,4,1,0,0,0,0,0,0,0,0.444
2-0より,.500,2,2,1,1,0,0,0,0,0,0,0,0.5
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.333,22,21,7,2,0,0,0,0,0,1,0,0.333
1-1より,.192,26,26,5,3,0,0,0,0,0,0,0,0.192
2-1より,.250,8,8,2,0,0,1,0,0,0,0,0,0.25
3-1より,.000,8,4,0,0,0,0,0,4,0,0,0,0.5
0-2より,.100,11,10,1,0,0,0,5,0,0,1,0,0.1
1-2より,.154,26,26,4,0,0,0,13,0,0,0,0,0.154
2-2より,.227,24,22,5,1,0,0,11,0,1,1,0,0.261
3-2より,.167,20,12,2,0,0,1,3,8,0,0,0,0.5
