条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.364,29,22,8,2,0,1,3,5,0,2,0
対左打者,0.211,66,57,12,2,0,0,16,4,2,3,0
