条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.196,291,265,52,8,0,8,60,17,5,2,2
対左打者,0.233,286,262,61,8,3,4,55,19,0,3,2
