防御率5.79,試合7,先発2,救援5,連投(試)0,連投(日)0,勝利1,敗戦2,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.333,14.0,68,263,18.8,19,2,15,6,2,0,0,0,10,9,1.79,50.0%
