条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.258,181,159,41,3,0,4,31,16,1,4,1
対左投手,0.346,118,107,37,6,0,4,13,9,0,2,0
