球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,464,40.3%,146.7,32,84,96,161,45.7%,14.6%,.337,101,34,8,14,9,0
スライダー,154,13.4%,131.2,12,28,29,59,44.8%,17.9%,.300,30,9,0,5,6,0
カットボール,151,13.1%,136.4,11,32,21,53,42.4%,16.7%,.270,37,10,0,4,4,0
チェンジアップ,96,8.3%,128.6,10,8,14,41,33.3%,21.3%,.250,28,7,0,5,3,0
フォーク,85,7.4%,135.4,5,13,19,23,43.5%,10.2%,.300,30,9,0,5,0,0
カーブ,65,5.6%,116.7,5,17,10,20,49.2%,17.9%,.286,14,4,0,2,0,0
ツーシーム,54,4.7%,140.8,4,12,11,17,50.0%,16.0%,.300,10,3,0,0,0,0
スプリット,23,2.0%,138.8,5,0,9,8,60.9%,33.3%,.000,4,0,0,3,0,0
シュート,23,2.0%,146.1,4,5,6,6,65.2%,33.3%,.200,5,1,0,3,0,1
ナックルカーブ,11,1.0%,124.1,2,1,2,6,45.5%,50.0%,.000,2,0,0,2,0,0
シンカー,9,0.8%,130.1,0,0,2,4,22.2%,0.0%,.000,3,0,0,0,1,0
縦スライダー,7,0.6%,125.9,0,4,0,2,57.1%,0.0%,.500,2,1,0,1,0,0
スローカーブ,3,0.3%,92.3,0,1,1,1,66.7%,0.0%,-,0,0,0,0,0,0
パーム,3,0.3%,117.0,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
スラーブ,2,0.2%,112.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
ワンシーム,2,0.2%,147.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
