アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,79,41.1%,安打,78,72.2%
フライ,63,32.8%,四死球,26,24.1%
空三振,35,18.2%,失策出塁,3,2.8%
見三振,9,4.7%,野選,1,0.9%
犠打,6,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
