打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,45,8,0.178,0,9,1,0,0,0.196
2打席目,42,7,0.167,0,10,3,1,0,0.222
3打席目,39,11,0.282,0,11,4,3,0,0.349
4打席目,23,5,0.217,0,6,6,3,0,0.379
5打席目以上,5,1,0.2,0,2,0,0,0,0.2
