球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.240,31,82,75,7,18,3,2,0,25,5,24,5,2,0,2,0,0,0,7,.288,.333,0.621
東京ドーム,.333,5,14,12,0,4,2,0,0,6,3,3,1,0,1,0,0,0,0,0,.429,.500,0.929
横浜,.111,4,9,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.111,.111,0.222
マツダスタジアム,.219,9,36,32,3,7,2,0,0,9,4,7,2,0,0,2,0,0,0,1,.265,.281,0.546
神宮,.000,5,9,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,.000,.000,0.0
バンテリンドーム,.143,6,17,14,1,2,0,0,0,2,0,3,0,0,0,3,0,1,0,0,.143,.143,0.286
Ce その他,.000,2,8,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,.125,.000,0.125
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,3,12,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,.167,.000,0.167
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.333,6,12,9,1,3,1,0,0,4,3,1,2,0,1,0,0,0,0,0,.500,.444,0.944
ベルーナドーム,.000,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
