チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.333,10,25,21,2,7,3,1,0,12,4,5,3,2,1,0,0,0,0,1,0.44,0.571,1.011
ＤｅＮＡ,0.176,13,37,34,2,6,2,0,0,8,2,9,2,0,1,0,0,0,1,0,0.243,0.235,0.479
広島,0.245,17,59,53,4,13,3,1,0,18,6,12,2,0,0,4,0,0,0,6,0.273,0.34,0.612
ヤクルト,0.091,12,24,22,2,2,0,0,0,2,1,7,2,0,0,0,0,0,0,1,0.167,0.091,0.258
中日,0.214,12,33,28,2,6,0,0,0,6,1,9,2,0,0,3,0,1,0,0,0.267,0.214,0.481
