左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
35.9% (47),35.9% (47),35.9% (47),22.1% (29),22.1% (29),22.1% (29),42.0% (55),42.0% (55),42.0% (55)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.9% (15),- (0),33.3% (32),37.1% (13),- (0),16.7% (16),20.0% (7),- (0),50.0% (48)
