球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,347,43.3%,147.3,26,59,90,108,50.4%,14.4%,.240,75,18,0,16,9,1
スライダー,107,13.3%,127.4,13,24,24,30,57.0%,24.5%,.192,26,5,0,10,0,1
カットボール,86,10.7%,137.5,9,18,12,28,45.3%,22.5%,.136,22,3,0,5,0,1
フォーク,62,7.7%,134.9,9,12,10,22,50.0%,32.1%,.154,13,2,0,4,1,0
ツーシーム,54,6.7%,143.7,6,4,11,20,38.9%,20.0%,.118,17,2,0,4,0,0
チェンジアップ,53,6.6%,131.2,7,11,11,18,54.7%,29.2%,.250,8,2,0,2,0,0
カーブ,37,4.6%,119.0,1,10,3,18,37.8%,11.1%,.400,5,2,0,0,0,0
スプリット,23,2.9%,141.9,7,3,4,9,60.9%,63.6%,.000,5,0,0,5,0,0
ナックルカーブ,20,2.5%,128.1,3,3,3,7,45.0%,30.0%,.167,6,1,0,2,0,0
シュート,7,0.9%,139.4,0,1,3,1,57.1%,0.0%,.000,2,0,0,0,0,0
シンカー,5,0.6%,124.2,0,0,0,3,0.0%,0.0%,.000,2,0,0,0,0,0
縦スライダー,1,0.1%,107.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
