左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.7% (29),28.7% (29),28.7% (29),20.8% (21),20.8% (21),20.8% (21),50.5% (51),50.5% (51),50.5% (51)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
19.4% (6),0.0% (0),35.4% (23),29.0% (9),0.0% (0),18.5% (12),51.6% (16),100.0% (5),46.2% (30)
