打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.286,16,50,42,2,12,0,0,1,15,7,11,7,0,0,1,0,0,2,0,0.388,0.357,0.745
Nighter,0.222,37,122,108,10,24,2,0,4,38,9,37,12,1,2,0,0,0,1,1,0.311,0.352,0.663
