アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,33,28.9%,安打,36,62.1%
フライ,32,28.1%,四死球,21,36.2%
空三振,34,29.8%,失策出塁,1,1.7%
見三振,14,12.3%,野選,0,0.0%
犠打,1,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
