球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,214,36.3%,147.4,16,38,46,68,46.7%,14.8%,0.302,53,16,0,7,4,0
カットボール,143,24.3%,139.4,7,27,19,47,37.1%,10.1%,0.409,44,18,1,1,5,0
フォーク,69,11.7%,138.7,13,4,7,34,34.8%,41.9%,0.235,17,4,0,7,1,0
カーブ,59,10.0%,119.3,4,11,6,29,35.6%,21.1%,0.083,12,1,0,3,0,0
スライダー,31,5.3%,127.1,5,4,3,12,38.7%,33.3%,0.375,8,3,1,1,3,0
シンカー,30,5.1%,141.2,3,1,7,15,36.7%,21.4%,0.4,5,2,0,1,1,0
シュート,24,4.1%,140.4,3,5,2,10,41.7%,33.3%,0.0,4,0,0,0,0,0
ツーシーム,19,3.2%,142.4,3,4,3,5,52.6%,30.0%,0.667,3,2,0,0,1,0
