防御率5.30,試合11,先発8,救援3,連投(試)2,連投(日)1,勝利2,敗戦3,HLD1,Ｓ0,ＨＰ1,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.400,35.2,163,589,16.5,46,2,20,15,0,0,0,0,22,21,1.71,12.5%
