条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.302,132,116,35,9,0,2,33,13,2,1,0
対左打者,0.226,90,84,19,3,0,1,21,4,1,1,0
