条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.429,25,21,9,0,0,0,0,3,0,1,0,0.5
1-0より,.375,8,8,3,0,0,0,0,0,0,0,0,0.375
2-0より,.500,10,8,4,2,0,2,0,2,0,0,0,0.6
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.600,10,10,6,0,0,0,0,0,0,0,0,0.6
1-1より,.160,26,25,4,0,0,0,0,0,0,1,0,0.16
2-1より,.300,10,10,3,0,0,0,0,0,0,0,0,0.3
3-1より,.143,14,7,1,0,0,0,0,6,0,0,1,0.5
0-2より,.143,21,21,3,0,0,0,12,0,0,0,0,0.143
1-2より,.289,39,38,11,1,0,1,11,0,0,0,1,0.282
2-2より,.173,52,52,9,1,0,0,26,0,0,0,0,0.173
3-2より,.217,33,23,5,0,0,1,9,10,0,0,0,0.455
