アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,48,28.6%,安打,58,70.7%
フライ,60,35.7%,四死球,23,28.0%
空三振,52,31.0%,失策出塁,1,1.2%
見三振,6,3.6%,野選,0,0.0%
犠打,2,1.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
