アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,69,25.6%,安打,92,58.2%
フライ,92,34.1%,四死球,65,41.1%
空三振,79,29.3%,失策出塁,1,0.6%
見三振,30,11.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
