条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.225,285,240,54,14,1,11,79,39,3,0,3
対左投手,0.317,143,120,38,8,0,9,30,22,1,0,0
