条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.244,225,197,48,15,0,11,11,65,27,1,0,0,0.338
1塁,0.304,78,69,21,3,1,3,9,20,7,2,0,0,0.385
2塁,0.162,53,37,6,3,0,2,8,13,15,1,0,0,0.415
3塁,0.182,18,11,2,0,0,0,5,3,5,0,0,2,0.389
1・2塁,0.4,19,15,6,1,0,1,6,1,4,0,0,0,0.526
1・3塁,0.308,15,13,4,0,0,1,6,2,2,0,0,0,0.4
2・3塁,0.4,12,10,4,0,0,2,9,4,1,0,0,1,0.417
満塁,0.125,8,8,1,0,0,0,4,1,0,0,0,0,0.125
得点圏,0.245,125,94,23,4,0,6,38,24,27,1,0,3,0.408
