左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.6% (114),45.6% (114),45.6% (114),24.8% (62),24.8% (62),24.8% (62),29.6% (74),29.6% (74),29.6% (74)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.8% (33),70.0% (14),42.4% (67),34.7% (25),15.0% (3),21.5% (34),19.4% (14),15.0% (3),36.1% (57)
