マルチ安,猛打賞,固め打ち,2得点超,3打点超,マルチ本,ソロ,2ラン,3ラン,満塁弾,3三振超,2四死超,マルチ盗,2失超
23,3,1,4,4,1,11,5,4,0,6,9,0,0
