球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.242,45,145,132,10,32,10,0,1,45,17,17,5,1,0,3,5,0,0,0,.261,.341,0.601
東京ドーム,.281,10,35,32,2,9,1,1,0,12,3,4,2,0,1,0,0,0,0,0,.343,.375,0.718
甲子園,.238,9,25,21,0,5,0,0,0,5,2,4,2,0,0,1,1,0,0,0,.292,.238,0.53
マツダスタジアム,.235,11,36,34,1,8,3,0,0,11,3,2,1,0,1,0,0,0,0,1,.278,.324,0.601
神宮,.344,9,36,32,4,11,2,0,0,13,3,3,3,0,1,0,0,0,0,1,.417,.406,0.823
バンテリンドーム,.344,10,35,32,4,11,1,0,2,18,6,5,2,1,1,0,0,0,0,0,.400,.563,0.963
Ce その他,.333,1,3,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.333,.667,1.0
みずほPayPay,.000,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.143,2,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.143,.143,0.286
京セラD大阪,.214,5,15,14,1,3,1,1,0,6,4,3,1,0,0,0,0,0,0,0,.267,.429,0.695
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,.333,1,4,3,0,1,0,0,0,1,3,1,0,0,0,0,1,0,0,1,.250,.333,0.583
