左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.8% (124),45.8% (124),45.8% (124),21.0% (57),21.0% (57),21.0% (57),33.2% (90),33.2% (90),33.2% (90)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.6% (36),100.0% (3),45.0% (85),22.8% (18),0.0% (0),20.6% (39),31.6% (25),0.0% (0),34.4% (65)
