球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,541,41.9%,146.6,8,134,96,175,44.0%,3.4%,.269,134,36,1,13,9,2
スライダー,166,12.9%,129.2,9,46,19,54,44.6%,13.6%,.220,41,9,1,5,2,0
カットボール,131,10.1%,136.1,5,30,28,37,48.1%,7.8%,.314,35,11,0,4,1,0
チェンジアップ,101,7.8%,128.4,15,14,17,35,45.5%,28.8%,.167,24,4,0,4,0,0
フォーク,98,7.6%,135.9,11,8,25,35,44.9%,20.0%,.182,22,4,0,4,1,0
カーブ,80,6.2%,117.4,6,18,9,35,41.3%,22.2%,.357,14,5,1,3,0,0
ツーシーム,59,4.6%,138.0,8,9,12,16,49.2%,23.5%,.250,16,4,0,2,0,0
シュート,47,3.6%,145.4,6,9,14,12,61.7%,23.1%,.500,8,4,0,2,0,1
スプリット,32,2.5%,137.9,3,3,7,10,40.6%,15.8%,.300,10,3,0,1,0,0
パーム,10,0.8%,112.6,1,0,0,6,10.0%,25.0%,.250,4,1,0,1,0,0
ナックルカーブ,7,0.5%,124.6,0,1,2,3,42.9%,0.0%,1.000,1,1,0,0,0,0
シンカー,5,0.4%,127.0,2,0,0,2,40.0%,66.7%,.000,2,0,0,1,0,1
ワンシーム,5,0.4%,145.4,0,3,0,1,60.0%,0.0%,.000,1,0,0,0,1,0
スラーブ,4,0.3%,126.8,0,0,2,2,50.0%,0.0%,-,0,0,0,0,0,0
スクリュー,4,0.3%,133.5,0,2,0,1,50.0%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,1,0.1%,120.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
