アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,85,31.5%,安打,82,63.1%
フライ,109,40.4%,四死球,47,36.2%
空三振,52,19.3%,失策出塁,0,0.0%
見三振,20,7.4%,野選,1,0.8%
犠打,4,1.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
