打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,84,28,0.333,1,14,12,0,1,0.412
2打席目,85,15,0.176,1,15,11,0,1,0.268
3打席目,84,19,0.226,1,16,8,1,1,0.29
4打席目,69,18,0.261,2,18,12,1,0,0.37
5打席目以上,16,2,0.125,0,6,2,2,0,0.222
