条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.237,255,215,51,16,1,5,47,35,1,1,3
対左投手,0.238,144,130,31,10,0,0,25,8,3,3,0
