条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.226,35,31,7,2,0,0,0,1,2,1,0,0.294
1-0より,.333,20,18,6,1,1,0,0,0,0,1,1,0.316
2-0より,.286,8,7,2,1,0,1,0,1,0,0,0,0.375
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.292,27,24,7,3,0,1,0,0,2,1,0,0.346
1-1より,.233,44,43,10,3,0,0,0,0,0,1,0,0.233
2-1より,.545,23,22,12,7,0,0,0,0,0,0,1,0.522
3-1より,.667,23,6,4,2,0,1,0,17,0,0,0,0.913
0-2より,.000,18,18,0,0,0,0,7,0,0,0,0,0.0
1-2より,.200,70,70,14,3,0,2,28,0,0,0,0,0.2
2-2より,.220,60,59,13,2,0,0,18,0,0,0,1,0.217
3-2より,.149,65,47,7,2,0,0,19,18,0,0,0,0.385
