条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.308,15,13,4,2,1,0,1,2,0,0,0,0.4
1塁,.000,3,3,0,0,0,0,1,0,0,0,0,0.0
2塁,.500,4,4,2,0,0,0,0,0,0,0,0,0.5
3塁,.000,3,3,0,0,0,0,2,0,0,0,0,0.0
1・2塁,.000,1,1,0,0,0,0,1,0,0,0,0,0.0
1・3塁,.000,2,2,0,0,0,0,0,0,0,0,0,0.0
2・3塁,-,1,0,0,0,0,0,0,1,0,0,0,1.0
満塁,.000,3,1,0,0,0,0,0,1,0,0,1,0.333
得点圏,.182,14,11,2,0,0,0,3,2,0,0,1,0.286
