条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.324,38,37,12,1,0,2,2,11,1,0,0,0,0.342
1塁,.143,8,7,1,0,0,0,0,2,0,0,1,0,0.143
2塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,0.0
3塁,.000,2,2,0,0,0,0,0,0,0,0,0,0,0.0
1・2塁,.333,6,6,2,0,0,0,0,2,0,0,0,0,0.333
1・3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2・3塁,-,1,0,0,0,0,0,0,0,1,0,0,0,1.0
満塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,.167,13,12,2,0,0,0,0,3,1,0,0,0,0.231
