チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.357,8,15,14,0,5,1,0,0,6,0,4,1,0,0,0,0,0,0,0,0.4,0.429,0.829
ＤｅＮＡ,0.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
広島,0.364,4,11,11,1,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0.364,0.364,0.727
ヤクルト,0.125,3,8,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0.125,0.125,0.25
中日,0.238,9,23,21,2,5,0,0,2,11,2,6,1,0,0,1,0,0,0,1,0.273,0.524,0.797
