球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.083,5,12,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.083,.083,0.167
東京ドーム,.417,6,13,12,0,5,1,0,0,6,0,3,1,0,0,0,0,0,0,0,.462,.500,0.962
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.571,3,7,7,1,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,.571,.571,1.143
神宮,.200,2,5,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.200,.200,0.4
バンテリンドーム,.300,5,11,10,2,3,0,0,2,9,2,2,1,0,0,0,0,0,0,1,.364,.900,1.264
Ce その他,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.125,3,9,8,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,.125,.125,0.25
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
