チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,3.38,1,1,0,0,1,0,0,0,0,0,0,5.1,4,0,9,4,0,2,2,1.5,0.2,1.5,-
日本ハム,2.84,3,3,0,2,1,0,0,0,0,0,0,19.0,14,1,16,4,1,6,6,0.95,0.197,2.25,-
ロッテ,4.26,4,4,0,0,1,0,0,0,0,0,0,19.0,16,1,23,8,1,9,9,1.26,0.239,5.21,-
オリックス,2.67,4,4,0,1,1,0,0,0,0,0,0,27.0,26,1,15,8,2,8,8,1.26,0.26,1.93,-
西武,1.5,1,1,0,1,0,0,0,0,0,0,0,6.0,5,1,7,1,1,1,1,1.0,0.217,3.0,-
