条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.275,173,160,44,10,0,3,40,10,3,0,0
対左打者,0.174,142,121,21,1,1,1,30,15,2,3,1
