球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,419,47.5%,147.0,33,91,65,147,45.1%,18.2%,.202,94,19,1,20,14,2
スライダー,120,13.6%,128.2,7,40,11,48,48.3%,21.9%,.105,19,2,0,6,2,1
カットボール,104,11.8%,137.8,10,21,24,32,52.9%,19.6%,.095,21,2,0,6,1,0
フォーク,62,7.0%,135.3,8,13,7,23,45.2%,30.8%,.158,19,3,0,9,1,0
チェンジアップ,52,5.9%,127.7,6,5,6,22,32.7%,24.0%,.214,14,3,0,1,0,1
カーブ,30,3.4%,119.2,0,7,4,17,36.7%,0.0%,.000,2,0,0,1,1,0
ツーシーム,30,3.4%,145.0,3,5,6,11,46.7%,21.4%,.167,6,1,0,1,0,0
スプリット,22,2.5%,138.9,2,1,2,14,22.7%,28.6%,.250,4,1,0,2,1,0
シュート,14,1.6%,141.4,0,2,1,7,21.4%,0.0%,.200,5,1,0,1,0,1
縦スライダー,10,1.1%,132.7,0,2,4,4,60.0%,0.0%,-,0,0,0,0,2,0
シンカー,9,1.0%,130.1,0,3,0,3,33.3%,0.0%,.333,3,1,0,0,0,0
ナックルカーブ,6,0.7%,118.7,0,3,0,3,50.0%,-%,-,0,0,0,0,1,0
スローカーブ,2,0.2%,100.5,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
高速スライダー,2,0.2%,138.5,0,0,1,0,50.0%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,1,0.1%,119.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
