条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.053,28,19,1,1,0,0,0,0,1,8,0,.100
1-0より,.417,13,12,5,1,0,0,0,0,0,1,0,.417
2-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.000
0-1より,.174,25,23,4,1,0,0,0,0,0,2,0,.174
1-1より,.412,19,17,7,2,0,0,0,0,2,0,0,.474
2-1より,.333,17,15,5,2,1,0,0,0,0,1,1,.313
3-1より,.500,11,6,3,0,0,1,0,5,0,0,0,.727
0-2より,.050,20,20,1,0,0,0,11,0,0,0,0,.050
1-2より,.143,31,28,4,0,0,0,12,0,1,2,0,.172
2-2より,.033,31,30,1,0,0,0,14,0,1,0,0,.065
3-2より,.111,33,18,2,0,1,0,10,15,0,0,0,.515
