左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.8% (48),34.8% (48),34.8% (48),22.5% (31),22.5% (31),22.5% (31),42.8% (59),42.8% (59),42.8% (59)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
9.4% (3),0.0% (0),42.9% (45),50.0% (16),0.0% (0),14.3% (15),40.6% (13),100.0% (1),42.9% (45)
