種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.83,11,10,1,4,4,0,0,1,1,1,0,60.1,59,5,40,18,1,22,19,1.28,0.253,3.11,3.00
Visitor,4.82,8,8,0,3,3,0,0,0,0,0,0,46.2,59,3,36,9,2,26,25,1.46,0.319,4.15,-
