左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.3% (22),37.3% (22),37.3% (22),22.0% (13),22.0% (13),22.0% (13),40.7% (24),40.7% (24),40.7% (24)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
11.8% (2),50.0% (2),47.4% (18),41.2% (7),25.0% (1),13.2% (5),47.1% (8),25.0% (1),39.5% (15)
