左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.1% (8),47.1% (8),47.1% (8),11.8% (2),11.8% (2),11.8% (2),41.2% (7),41.2% (7),41.2% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.0% (4),- (0),44.4% (4),25.0% (2),- (0),0.0% (0),25.0% (2),- (0),55.6% (5)
