球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,227,34.7%,149.4,20,43,46,66,48.0%,16.9%,0.182,55,10,1,8,5,0
カットボール,191,29.2%,143.2,29,36,43,41,56.5%,25.4%,0.271,48,13,1,7,5,0
ナックルカーブ,143,21.9%,126.6,22,23,21,57,46.2%,34.9%,0.097,31,3,0,11,1,0
チェンジアップ,36,5.5%,139.1,7,1,3,15,30.6%,35.0%,0.364,11,4,1,1,0,0
ツーシーム,24,3.7%,148.2,0,3,5,12,33.3%,0.0%,0.333,3,1,1,0,0,0
スライダー,19,2.9%,132.0,2,1,2,6,26.3%,16.7%,0.333,9,3,2,1,0,0
スプリット,14,2.1%,143.7,0,1,3,8,28.6%,0.0%,0.5,2,1,0,0,1,0
