球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
バンテリンドーム,4.08,13,1,12,0,1,8,0,8,0,0,0,17.2,12,1,10,8,0,8,8,1.13,0.203,4.50,6.50
東京ドーム,0.00,1,1,0,1,0,0,0,0,0,0,0,5.0,4,0,4,2,0,0,0,1.2,0.25,3.00,-
甲子園,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,3,0,1,0,0,0,0,1.5,0.333,-,99.00
横浜,4.50,2,1,1,0,1,0,0,0,0,0,0,8.0,6,3,4,0,0,4,4,0.75,0.2,1.13,0.50
マツダスタジアム,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,0,0,3,2,0,0,0,1.0,0.0,-,99.00
神宮,4.50,4,1,3,1,0,2,0,2,0,0,0,10.0,10,2,6,1,0,5,5,1.1,0.27,7.71,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,1.0,0.0,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
