アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,32.1%,安打,35,71.4%
フライ,54,41.2%,四死球,14,28.6%
空三振,24,18.3%,失策出塁,0,0.0%
見三振,4,3.1%,野選,0,0.0%
犠打,7,5.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
