球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,62,57.9%,147.9,0,10,16,21,41.9%,0.0%,.083,12,1,0,1,3,0
スライダー,11,10.3%,130.0,1,1,1,6,27.3%,25.0%,1.000,1,1,0,0,1,0
カーブ,7,6.5%,119.6,3,0,0,4,42.9%,100.0%,.000,2,0,0,2,0,0
フォーク,6,5.6%,138.2,2,0,2,1,66.7%,40.0%,.000,3,0,0,2,0,0
チェンジアップ,5,4.7%,124.0,0,2,0,3,40.0%,-%,.000,1,0,0,1,0,0
シュート,5,4.7%,149.4,1,0,1,2,40.0%,33.3%,.000,1,0,0,0,0,0
カットボール,5,4.7%,136.4,1,1,0,2,40.0%,50.0%,.000,1,0,0,0,0,0
スプリット,4,3.7%,138.8,0,0,1,2,25.0%,0.0%,-,0,0,0,0,0,0
ツーシーム,2,1.9%,139.0,0,1,0,0,50.0%,0.0%,.000,1,0,0,0,0,0
