左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.5% (74),46.5% (74),46.5% (74),20.8% (33),20.8% (33),20.8% (33),32.7% (52),32.7% (52),32.7% (52)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
47.6% (20),75.0% (3),45.1% (51),23.8% (10),0.0% (0),20.4% (23),28.6% (12),25.0% (1),34.5% (39)
