打率.229,試合53,打席208,打数201,得点18,安打46,内安5,内安率10.9,２Ｂ5,３Ｂ1,本塁4,HR勝敗3-0-1,塁打65,打点19,三振37
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
4,1,2,0,1,0,2,0.0,2,0,10,.234,.250,.323,.573
