打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,49,14,0.286,1,6,0,0,0,0.286
2打席目,49,10,0.204,1,12,0,0,0,0.204
3打席目,48,12,0.25,1,5,1,0,0,0.265
4打席目,35,8,0.229,1,8,5,0,1,0.317
5打席目以上,13,1,0.077,0,2,0,0,0,0.077
