アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,51,34.0%,安打,46,79.3%
フライ,62,41.3%,四死球,6,10.3%
空三振,34,22.7%,失策出塁,6,10.3%
見三振,3,2.0%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
