種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.24,4,4,0,1,3,0,0,0,0,0,0,25.0,22,3,14,6,1,11,9,1.12,0.232,3.67,-
Nighter,3.0,20,20,0,7,6,0,0,0,0,0,0,123.0,119,7,74,35,5,45,41,1.25,0.255,2.86,-
