チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,2.38,12,0,12,2,1,6,1,8,3,2,1,11.1,17,0,11,2,0,5,3,1.68,0.347,-,2.27
阪神,0.0,10,0,10,2,0,4,1,6,3,2,0,9.1,2,0,8,1,0,0,0,0.32,0.067,-,99.0
ＤｅＮＡ,8.64,10,0,10,0,0,4,1,4,1,0,0,8.1,15,0,6,9,0,8,8,2.88,0.405,-,1.04
広島,3.0,6,0,6,0,0,4,0,4,0,0,0,6.0,8,0,5,2,0,2,2,1.67,0.333,-,3.0
ヤクルト,0.0,10,0,10,0,0,6,1,6,1,0,0,10.1,4,0,11,4,1,0,0,0.77,0.129,-,99.0
