HQS率-,SQS率-,被打率.254,被BABIP.329,被出塁率.326,被長打率.285,K/BB2.24,K/98.08,BB/93.61,HR/90.00,GO/AO1.41,援護率-,IPR3.49,NHB%40.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.95,78.9%,4.00,0.47,4.28,537,7.1,0,0,52.1,15,22,46,
