条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.192,123,104,20,2,0,0,34,14,1,1,3
対左打者,0.326,99,89,29,0,2,0,13,7,0,3,0
